soil_moisture,current_temperature,current_humidity,minutes_since_last_watering,water_requirement_level,root_depth_cm,drought_tolerance,soil_type_encoded,soil_compaction,slope_degrees,hour_of_day,day_of_year,season,should_water,duration_minutes,intensity_percent,crop_name,soil_type
20.0,28.5,46.0,865,2,250,5,2,58.8,3.2,12,91,1,1,7,52,olive,loam
19.2,24.0,64.7,316,5,90,1,3,33.2,6.7,17,266,3,1,90,22,cucumber,clay
0.0,29.0,47.8,617,4,50,2,3,68.6,3.5,16,172,1,1,90,27,pepper_sweet,clay
39.7,34.2,49.7,208,3,80,3,1,65.9,0.3,8,222,2,1,5,85,fava_bean,sandy
0.0,28.7,59.0,1597,3,80,3,1,77.7,0.6,12,308,3,1,28,32,fava_bean,sandy
18.6,25.0,53.0,1238,2,100,4,1,76.5,3.8,12,66,4,1,7,32,chickpea,sandy
0.0,33.2,49.9,1335,5,90,1,1,21.3,2.3,11,298,3,1,64,46,cucumber,sandy
7.0,26.6,55.3,336,4,150,2,3,42.9,0.8,19,226,2,1,90,27,orange,clay
1.9,25.3,56.4,606,4,25,1,1,35.3,6.3,14,99,1,1,42,37,lettuce,sandy
0.0,26.4,55.0,2657,3,150,3,3,80.1,1.8,16,308,3,1,75,20,wheat_durum,clay
0.0,17.4,58.3,971,4,150,2,2,46.6,6.5,9,80,1,1,90,30,orange,loam
68.6,17.1,60.4,1227,4,75,2,3,81.6,1.1,9,331,3,0,0,0,eggplant,clay
36.7,31.4,50.3,629,2,250,5,2,54.5,0.3,14,178,2,0,0,0,olive,loam
100.0,5.0,70.5,405,4,75,2,1,63.4,1.0,22,349,3,0,0,0,eggplant,sandy
19.1,22.3,57.4,630,3,60,2,3,26.3,1.4,13,81,1,1,60,27,peas,clay
0.0,32.4,41.4,1246,2,250,5,1,44.2,16.5,16,261,2,1,12,30,olive,sandy
53.7,23.1,51.0,1114,2,120,4,3,69.6,1.7,12,351,3,0,0,0,barley,clay
69.0,11.4,73.2,328,5,40,1,2,61.8,0.9,19,357,4,0,0,0,mint,loam
76.5,19.2,65.8,424,4,60,2,2,59.6,1.5,16,353,3,0,0,0,potato,loam
0.0,26.9,55.6,880,4,75,2,3,69.0,0.0,15,110,1,1,90,27,eggplant,clay
0.0,32.4,54.0,1409,3,150,3,2,20.2,1.2,17,202,2,1,57,38,wheat_durum,loam
51.0,28.2,53.7,540,2,250,5,3,25.8,1.4,19,156,1,0,0,0,olive,clay
35.7,30.0,49.3,1189,2,100,4,2,27.0,7.5,12,299,3,1,5,56,chickpea,loam
0.0,26.9,57.6,667,3,30,3,3,75.3,0.8,18,239,2,1,90,20,onion,clay
0.0,41.3,32.2,1333,2,100,4,2,38.1,0.2,12,265,2,1,29,32,chickpea,loam
56.9,5.0,77.7,2796,3,30,2,1,80.2,1.9,2,48,4,1,5,59,coriander,sandy
62.0,35.5,46.8,64,4,50,2,2,57.2,0.3,10,231,2,0,0,0,pepper_sweet,loam
0.0,36.9,32.8,548,4,25,2,2,67.2,9.1,16,223,2,1,89,30,strawberry,loam
43.0,37.9,41.6,389,3,30,3,1,70.9,1.9,8,223,2,1,5,59,onion,sandy
0.0,27.7,45.6,1300,3,40,3,2,75.8,5.4,13,70,4,1,56,21,turnip,loam
9.3,14.9,68.7,2206,3,80,3,2,62.5,0.8,5,53,4,1,44,38,fava_bean,loam
86.0,23.0,51.6,797,5,90,1,2,55.3,19.9,11,74,4,0,0,0,cucumber,loam
8.5,22.8,54.2,660,4,180,2,1,50.1,0.8,14,57,4,1,45,53,watermelon,sandy
56.2,9.4,80.1,612,5,90,1,2,75.3,1.4,0,158,1,1,26,44,cucumber,loam
78.6,5.1,81.3,943,4,50,2,2,41.8,0.1,23,87,1,0,0,0,pepper_sweet,loam
87.5,5.0,87.4,1735,3,50,3,2,31.6,7.5,4,68,4,0,0,0,pepper_hot,loam
0.0,15.7,62.4,555,4,60,2,3,50.2,10.4,17,56,4,1,90,20,tomato,clay
38.8,17.4,62.1,192,4,60,2,3,46.8,6.8,19,66,4,1,53,40,tomato,clay
40.3,6.7,75.5,1973,3,30,3,3,73.5,1.9,4,38,4,1,15,35,garlic,clay
80.6,5.0,80.0,715,3,80,3,1,45.2,7.8,1,45,4,0,0,0,fava_bean,sandy
0.0,30.8,42.8,1901,4,75,2,2,55.5,0.1,9,128,1,1,90,38,eggplant,loam
0.0,27.4,55.0,2515,4,60,2,3,62.1,0.6,13,135,1,1,90,27,tomato,clay
0.0,34.7,45.6,530,5,90,1,2,58.9,4.7,15,163,1,1,90,38,cucumber,loam
0.0,30.1,50.6,1307,3,30,3,3,37.2,2.8,15,136,1,1,84,27,garlic,clay
20.0,21.6,60.8,2028,2,120,4,2,24.6,1.3,20,137,1,1,12,52,barley,loam
0.0,27.4,55.4,699,4,150,2,2,56.5,1.1,17,139,1,1,90,32,melon,loam
0.0,29.0,57.2,1375,4,50,2,3,54.6,3.8,13,34,4,1,90,27,pepper_sweet,clay
0.0,20.7,67.0,1324,3,50,3,2,36.1,2.9,17,135,1,1,64,38,pepper_hot,loam
54.8,18.6,57.4,369,3,40,3,2,27.9,2.3,9,23,4,0,0,0,carrot,loam
27.7,20.7,67.6,871,2,250,5,1,73.5,1.2,15,120,1,0,0,0,olive,sandy
17.2,24.1,66.2,1263,4,75,2,1,53.9,1.4,7,69,4,1,32,46,eggplant,sandy
0.0,11.2,65.4,2875,4,30,2,1,62.9,3.8,17,11,4,1,50,46,parsley,sandy
0.0,33.1,46.6,943,3,150,3,3,50.5,1.8,11,147,1,1,75,27,wheat_durum,clay
45.8,28.4,62.6,173,4,150,2,2,48.7,0.3,16,243,2,1,15,70,lemon,loam
0.0,34.0,45.1,2061,4,25,1,1,32.8,5.8,11,275,3,1,44,37,lettuce,sandy
14.9,13.1,65.2,2293,3,150,3,1,53.5,1.0,8,30,4,1,16,46,wheat_durum,sandy
100.0,10.2,73.1,1015,2,250,5,3,20.5,1.2,6,22,4,0,0,0,olive,clay
0.0,16.3,65.0,1600,3,140,3,2,84.6,1.7,10,18,4,1,51,26,wheat_soft,loam
66.2,41.8,41.6,60,3,30,3,2,43.2,6.5,11,220,2,0,0,0,garlic,loam
0.0,40.7,30.8,405,5,40,1,2,84.8,0.2,16,191,2,1,90,22,mint,loam
34.5,6.7,77.9,571,5,40,1,1,46.6,18.1,19,30,4,1,32,41,mint,sandy
46.4,27.6,58.8,223,3,140,3,2,56.9,1.3,19,239,2,0,0,0,wheat_soft,loam
11.6,24.6,60.8,461,3,50,3,2,83.5,0.3,12,307,3,1,42,26,pepper_hot,loam
27.1,30.9,51.3,841,3,30,3,1,74.9,0.8,13,173,2,1,12,44,onion,sandy
0.0,22.4,63.8,1071,4,50,2,3,24.8,1.3,12,20,4,1,90,27,pepper_sweet,clay
0.0,31.1,48.5,1312,4,300,3,3,74.9,18.3,11,115,1,1,90,20,date_palm,clay
42.5,26.5,53.0,232,4,60,2,1,49.1,0.2,8,111,1,1,9,85,zucchini,sandy
23.0,25.6,48.0,318,3,140,3,2,44.7,0.1,10,48,4,1,18,52,wheat_soft,loam
52.7,24.7,64.3,1093,2,250,5,1,49.2,0.3,7,293,3,0,0,0,olive,sandy
43.0,32.4,53.6,449,2,120,4,2,20.4,1.9,8,199,2,0,0,0,barley,loam
0.0,36.4,48.2,525,4,150,2,3,40.3,0.9,16,160,1,1,90,27,lemon,clay
0.0,24.0,61.6,997,4,180,2,2,54.2,5.6,18,158,1,1,90,30,watermelon,loam
38.2,14.3,68.9,1274,3,30,3,1,42.1,0.5,18,352,3,1,5,85,onion,sandy
40.4,14.9,66.7,494,4,300,3,2,76.3,5.8,6,36,4,1,14,39,date_palm,loam
41.1,21.4,63.2,723,4,60,2,1,80.1,7.2,15,363,4,1,14,47,tomato,sandy
43.8,27.0,57.9,92,3,150,3,2,31.0,2.7,6,174,2,1,5,70,wheat_durum,loam
0.0,28.9,57.2,1410,4,50,2,2,56.3,1.3,9,285,3,1,90,38,cauliflower,loam
0.0,40.6,31.7,974,4,60,2,2,77.4,3.6,12,189,2,1,89,22,tomato,loam
0.0,22.9,63.5,1604,4,50,2,3,77.5,5.6,7,279,3,1,90,20,pepper_sweet,clay
41.0,31.2,40.9,424,2,250,5,1,40.2,0.0,10,275,3,0,0,0,olive,sandy
41.6,6.8,74.5,1408,4,25,1,3,28.2,6.6,5,78,4,1,40,40,lettuce,clay
0.0,22.9,58.2,714,3,80,3,3,53.0,0.4,11,9,4,1,84,27,fava_bean,clay
0.0,25.9,62.5,1188,4,150,2,2,81.0,7.4,16,304,3,1,90,21,melon,loam
11.4,23.5,58.5,1248,2,250,5,2,40.2,0.9,9,297,3,1,18,38,olive,loam
0.0,31.4,48.0,413,3,140,3,3,27.7,2.0,15,134,1,1,75,27,wheat_soft,clay
59.6,22.5,59.8,779,2,250,5,1,82.5,8.1,12,360,4,0,0,0,olive,sandy
63.6,12.8,66.2,302,5,90,1,1,23.1,1.9,6,17,4,1,5,85,cucumber,sandy
89.2,12.1,78.4,2313,3,140,3,1,79.8,4.6,4,322,3,0,0,0,wheat_soft,sandy
24.0,5.0,88.8,1945,3,40,3,3,65.1,0.5,21,30,4,1,49,37,turnip,clay
100.0,28.8,41.8,1224,3,150,3,1,50.0,5.1,12,331,3,0,0,0,wheat_durum,sandy
48.7,32.1,56.3,249,3,30,2,2,63.4,3.9,11,298,3,0,0,0,coriander,loam
22.2,22.7,54.4,249,3,40,3,2,30.0,4.1,8,136,1,1,23,52,carrot,loam
45.6,16.2,51.2,579,2,250,5,2,63.4,0.3,16,20,4,0,0,0,olive,loam
48.5,17.0,63.0,1269,3,50,2,2,55.9,6.5,19,94,1,1,6,56,cabbage,loam
67.3,7.4,83.7,1204,2,120,4,1,32.4,4.8,23,20,4,0,0,0,barley,sandy
75.5,6.8,69.8,474,3,50,2,1,39.2,12.7,20,88,1,0,0,0,cabbage,sandy
0.0,29.8,52.7,1305,3,50,2,3,43.1,2.0,16,154,1,1,90,27,cabbage,clay
56.9,11.8,67.1,2243,4,60,2,1,44.8,6.1,6,87,1,1,5,68,potato,sandy
60.0,9.1,84.3,2486,4,300,3,1,54.5,4.8,4,281,3,0,0,0,date_palm,sandy
0.0,9.7,76.5,2759,4,150,2,2,64.8,0.9,4,343,3,1,90,38,melon,loam
17.0,17.4,61.7,1744,3,150,3,1,66.4,0.3,12,63,4,1,15,46,wheat_durum,sandy
0.0,31.3,36.5,862,3,150,3,2,20.9,3.6,13,75,4,1,50,38,wheat_durum,loam
0.0,32.3,51.3,2115,2,120,4,2,45.5,0.8,12,290,3,1,29,38,barley,loam
76.6,8.6,82.1,687,3,150,3,2,56.6,17.6,1,82,1,0,0,0,wheat_durum,loam
99.3,8.6,71.2,219,3,80,3,1,52.5,1.0,0,360,4,0,0,0,fava_bean,sandy
15.4,35.0,39.2,491,3,150,3,1,64.8,0.9,9,160,1,1,20,50,wheat_durum,sandy
33.9,17.9,61.7,685,3,150,3,2,61.3,1.9,18,306,3,1,10,52,wheat_durum,loam
0.0,24.7,49.1,2597,2,250,5,2,73.8,2.7,13,115,1,1,25,26,olive,loam
37.6,16.9,65.3,946,4,60,2,1,26.3,7.5,19,151,1,1,12,68,zucchini,sandy
55.4,15.3,64.4,873,3,40,3,1,64.4,7.3,8,28,4,0,0,0,carrot,sandy
75.8,11.1,66.6,370,3,140,3,1,30.4,1.0,20,338,3,0,0,0,wheat_soft,sandy
0.0,35.1,46.2,908,4,300,3,2,64.1,0.2,15,181,2,1,74,38,date_palm,loam
1.3,39.2,46.5,422,2,120,4,3,54.3,14.7,10,162,1,1,44,20,barley,clay
0.0,33.8,53.4,1176,4,150,2,1,75.7,1.4,13,247,2,1,44,32,lemon,sandy
54.7,14.5,65.5,1114,4,75,2,2,57.4,0.4,3,317,3,1,5,70,eggplant,loam
0.0,29.2,47.5,670,3,80,3,3,84.5,1.8,14,134,1,1,84,20,fava_bean,clay
40.7,15.0,72.9,969,4,75,2,1,63.7,3.3,18,96,1,1,11,85,eggplant,sandy
16.9,16.0,62.8,2548,2,250,5,1,49.1,1.4,16,363,4,1,7,46,olive,sandy
0.0,40.4,50.6,692,3,150,3,2,32.7,4.0,14,249,2,1,50,32,wheat_durum,loam
0.0,23.9,51.1,1632,3,150,3,3,38.7,0.7,9,117,1,1,78,27,wheat_durum,clay
70.1,5.7,78.2,1905,2,100,4,1,50.0,0.9,1,69,4,0,0,0,chickpea,sandy
0.0,27.0,58.9,2819,4,60,2,1,32.5,0.6,15,71,4,1,44,46,tomato,sandy
0.0,28.1,40.8,604,3,150,3,3,81.3,0.8,10,21,4,1,78,20,wheat_durum,clay
0.0,23.6,61.2,1363,2,250,5,2,76.1,1.0,14,321,3,1,25,26,olive,loam
0.0,20.3,62.7,1165,4,180,2,3,33.9,2.9,17,93,1,1,90,27,watermelon,clay
42.0,10.7,74.9,1150,4,180,2,2,75.0,0.2,19,83,1,1,39,49,watermelon,loam
34.8,17.2,57.8,2300,3,30,3,1,52.8,1.7,3,128,1,1,6,63,onion,sandy
15.5,23.7,48.5,476,4,60,2,1,40.5,0.7,10,77,4,1,30,46,potato,sandy
0.0,38.9,43.0,248,4,50,2,3,26.4,2.7,13,202,2,1,90,27,pepper_sweet,clay
60.6,28.2,48.0,213,3,150,3,2,56.5,0.2,7,95,1,0,0,0,wheat_durum,loam
12.7,23.6,66.9,863,4,180,2,2,74.8,6.7,20,279,3,1,89,21,watermelon,loam
45.2,29.2,49.7,241,4,150,2,2,39.9,1.2,18,235,2,1,24,70,melon,loam
52.3,19.7,61.1,2326,3,30,2,1,22.9,6.7,7,143,1,1,5,68,coriander,sandy
36.5,30.3,56.4,669,3,50,3,1,80.1,1.3,14,103,1,1,5,59,pepper_hot,sandy
61.2,41.9,29.2,136,2,100,4,1,80.8,0.8,9,214,2,0,0,0,chickpea,sandy
50.1,15.2,68.3,951,3,50,2,2,31.4,1.6,6,341,3,1,5,70,cabbage,loam
19.8,22.1,57.4,1022,4,150,2,2,25.3,2.4,7,81,1,1,70,38,melon,loam
20.6,25.3,61.4,2263,4,60,2,2,40.5,1.2,7,280,3,1,44,52,zucchini,loam
0.0,38.6,42.5,635,3,40,3,3,47.3,3.9,8,227,2,1,88,23,turnip,clay
70.0,31.5,59.5,220,4,300,3,1,48.7,1.0,10,305,3,0,0,0,date_palm,sandy
56.8,7.4,76.1,1575,3,150,3,3,81.9,3.0,23,39,4,0,0,0,wheat_durum,clay
0.0,23.0,61.3,1866,4,25,2,2,66.7,1.7,16,278,3,1,89,38,strawberry,loam
43.0,24.7,59.6,536,4,75,2,3,44.9,1.9,7,271,3,1,28,50,eggplant,clay
7.4,17.9,60.3,1913,2,250,5,2,42.9,9.3,16,23,4,1,19,30,olive,loam
41.5,7.6,69.3,2749,3,80,3,3,82.4,1.7,0,76,4,1,14,35,fava_bean,clay
0.0,23.5,55.1,2375,4,180,2,2,28.4,1.2,10,57,4,1,90,38,watermelon,loam
0.0,22.3,72.2,1835,3,150,3,2,28.9,0.5,9,292,3,1,51,38,wheat_durum,loam
22.8,12.1,76.3,619,4,150,2,3,84.9,3.1,21,298,3,1,90,26,melon,clay
7.8,19.3,63.6,1916,5,40,1,2,52.7,0.3,20,139,1,1,90,38,mint,loam
0.0,39.5,39.7,626,4,25,1,2,49.7,11.9,11,257,2,1,89,21,lettuce,loam
59.2,26.9,49.2,212,2,250,5,1,42.6,8.6,17,92,1,0,0,0,olive,sandy
40.0,32.9,58.9,328,4,60,2,2,25.0,0.8,17,222,2,1,24,70,tomato,loam
36.1,20.9,62.4,1180,4,75,2,1,31.6,1.0,16,52,4,1,12,85,eggplant,sandy
0.0,26.7,58.6,2850,3,140,3,2,59.4,0.7,14,320,3,1,50,38,wheat_soft,loam
0.0,42.9,43.3,1004,3,150,3,1,71.2,0.5,12,220,2,1,25,27,wheat_durum,sandy
0.0,35.6,47.0,484,3,80,3,2,70.9,1.5,13,148,1,1,56,26,fava_bean,loam
0.0,22.0,49.7,2707,4,150,2,3,40.5,1.7,9,15,4,1,90,27,lemon,clay
51.9,23.2,61.3,444,2,120,4,3,44.6,0.9,7,286,3,0,0,0,barley,clay
0.0,22.3,58.2,909,2,120,4,3,53.9,1.4,13,33,4,1,44,27,barley,clay
63.4,11.9,66.3,1169,2,120,4,1,51.8,1.3,8,24,4,0,0,0,barley,sandy
64.0,35.2,48.0,146,4,150,2,2,31.0,1.2,6,240,2,1,5,70,melon,loam
0.0,36.8,39.2,692,4,150,2,3,80.9,1.0,12,201,2,1,90,20,orange,clay
21.9,30.3,49.8,1025,2,250,5,2,56.6,2.8,19,269,3,1,8,52,olive,loam
0.0,20.8,58.9,1362,4,150,2,2,72.7,1.9,14,35,4,1,90,26,melon,loam
76.7,12.0,74.1,558,4,60,2,2,53.9,13.3,21,19,4,0,0,0,tomato,loam
12.5,38.3,37.9,111,3,40,3,3,57.7,1.9,14,229,2,1,61,23,turnip,clay
72.8,19.2,59.4,486,3,150,3,2,64.4,1.9,7,306,3,0,0,0,wheat_durum,loam
34.9,26.3,52.3,1115,3,30,3,1,45.5,1.9,14,96,1,1,6,63,onion,sandy
66.4,14.3,63.5,2051,3,50,2,1,41.9,6.7,17,60,4,0,0,0,cabbage,sandy
0.0,35.8,53.5,1274,4,50,2,3,47.8,0.4,11,301,3,1,90,27,cauliflower,clay
0.0,15.7,67.8,1400,5,40,1,3,22.8,1.4,16,316,3,1,90,27,mint,clay
100.0,5.0,78.4,1283,3,40,3,2,49.8,4.8,0,345,3,0,0,0,turnip,loam
26.5,26.3,55.7,1070,4,150,2,2,61.5,1.6,7,271,3,1,37,52,orange,loam
70.1,5.0,80.2,929,3,140,3,2,71.5,0.1,23,304,3,0,0,0,wheat_soft,loam
47.0,11.8,72.2,2054,2,250,5,2,59.7,5.3,2,298,3,0,0,0,olive,loam
0.0,43.3,35.6,347,4,300,3,2,81.4,1.9,11,213,2,1,74,22,date_palm,loam
41.1,35.2,46.1,201,3,60,2,1,67.1,2.2,13,179,2,1,5,85,peas,sandy
0.0,32.2,48.5,876,4,25,2,2,26.4,0.6,9,290,3,1,90,38,strawberry,loam
46.6,24.1,57.6,697,4,25,1,3,44.2,3.6,6,129,1,1,22,50,lettuce,clay
53.3,14.5,68.7,891,3,30,3,1,21.4,18.6,17,333,3,0,0,0,onion,sandy
0.0,34.5,41.0,1745,4,60,2,1,49.6,4.6,13,131,1,1,40,46,potato,sandy
26.2,36.2,52.1,400,3,40,3,2,72.1,4.0,16,217,2,1,26,36,turnip,loam
0.0,29.7,46.5,2327,4,300,3,2,56.6,0.2,8,268,3,1,78,38,date_palm,loam
20.7,21.2,67.9,860,2,250,5,3,58.2,10.7,6,251,2,1,15,24,olive,clay
38.8,34.7,42.4,283,4,300,3,2,48.8,0.4,10,203,2,1,12,70,date_palm,loam
0.0,27.5,55.9,2049,2,250,5,2,59.4,6.2,12,113,1,1,25,30,olive,loam
0.0,24.2,64.4,1369,2,250,5,2,61.7,0.5,9,332,3,1,26,38,olive,loam
49.8,33.1,53.0,111,5,90,1,2,20.0,0.9,7,234,2,1,30,71,cucumber,loam
0.0,22.1,60.4,578,4,150,2,2,57.3,1.2,9,36,4,1,90,38,orange,loam
0.0,25.7,58.8,2116,3,40,3,3,56.2,0.4,11,306,3,1,84,27,turnip,clay
9.3,26.1,55.2,520,3,140,3,3,61.5,3.8,17,183,2,1,66,25,wheat_soft,clay
38.4,7.2,73.2,1115,4,60,2,3,49.0,6.8,18,3,4,1,54,40,zucchini,clay
28.2,5.0,80.5,746,2,250,5,2,39.8,1.2,3,361,4,1,5,52,olive,loam
70.6,20.8,66.4,646,3,30,2,1,79.9,3.4,1,193,2,0,0,0,coriander,sandy
0.0,20.6,52.3,705,4,75,2,3,83.1,11.5,18,174,2,1,90,20,eggplant,clay
0.0,19.9,63.7,2858,3,150,3,1,45.0,10.6,8,59,4,1,29,31,wheat_durum,sandy
28.1,23.3,61.5,1321,4,180,2,2,21.8,6.3,6,183,2,1,57,42,watermelon,loam
0.0,42.5,29.3,336,3,40,3,2,44.4,4.9,11,209,2,1,56,32,carrot,loam
25.1,13.4,64.5,1268,3,30,2,1,50.0,1.9,7,19,4,1,12,63,coriander,sandy
52.3,14.9,67.9,671,5,90,1,1,50.7,0.2,16,23,4,1,11,85,cucumber,sandy
41.6,17.8,55.9,660,2,250,5,3,63.3,14.8,9,331,3,0,0,0,olive,clay
0.0,31.7,41.5,1947,4,60,2,2,41.5,1.3,14,300,3,1,89,38,tomato,loam
57.6,5.0,86.9,2584,4,30,2,2,63.5,0.7,19,25,4,1,5,70,parsley,loam
20.8,32.9,48.8,270,3,30,3,2,60.5,5.0,9,201,2,1,33,42,onion,loam
0.0,26.7,57.1,878,3,140,3,2,28.7,1.9,13,23,4,1,50,38,wheat_soft,loam
77.9,12.2,70.3,1036,4,300,3,2,47.7,1.0,7,22,4,0,0,0,date_palm,loam
0.4,23.0,56.8,1241,3,30,3,3,61.7,2.0,4,243,2,1,82,27,onion,clay
0.0,22.3,53.3,1655,4,60,2,2,84.8,1.8,8,142,1,1,85,26,potato,loam
17.6,12.8,79.9,641,5,90,1,3,21.9,1.9,22,290,3,1,90,27,cucumber,clay
0.0,24.1,57.6,2113,4,180,2,2,50.8,5.9,11,75,4,1,90,30,watermelon,loam
20.3,21.7,60.3,1974,4,60,2,1,81.5,7.4,9,332,3,1,30,35,zucchini,sandy
4.6,18.2,54.5,2183,4,50,2,1,53.5,1.0,8,87,1,1,43,46,cauliflower,sandy
12.4,25.7,44.6,436,4,180,2,2,39.5,1.3,13,29,4,1,78,38,watermelon,loam
0.0,25.0,56.0,1720,2,250,5,2,52.2,1.6,11,299,3,1,25,38,olive,loam
26.6,38.4,37.7,264,4,180,2,1,28.6,0.7,10,237,2,1,20,48,watermelon,sandy
23.4,20.6,61.7,868,3,30,3,1,46.1,0.9,7,58,4,1,11,63,garlic,sandy
24.5,21.1,57.8,694,3,30,2,2,57.2,4.7,23,196,2,1,24,52,coriander,loam
52.3,24.0,57.3,239,2,120,4,1,48.6,1.2,16,298,3,0,0,0,barley,sandy
70.2,5.0,75.1,1487,3,30,3,2,42.7,7.0,0,7,4,0,0,0,onion,loam
27.9,28.9,61.4,453,4,150,2,2,51.7,1.9,7,249,2,1,35,52,orange,loam
0.0,32.2,55.6,679,4,60,2,3,29.5,4.7,11,262,2,1,90,27,potato,clay
0.0,40.3,40.3,504,3,150,3,2,77.3,19.5,13,248,2,1,50,20,wheat_durum,loam
18.7,26.9,60.5,975,4,180,2,1,80.4,0.3,14,299,3,1,33,32,watermelon,sandy
6.8,34.8,39.6,709,2,250,5,2,68.9,0.3,11,117,1,1,21,38,olive,loam
13.3,35.6,50.9,273,5,40,1,1,63.5,0.7,14,181,2,1,47,46,mint,sandy
24.1,25.2,48.8,688,3,80,3,1,27.0,14.9,14,33,4,1,14,41,fava_bean,sandy
24.0,28.8,58.1,163,4,50,2,2,24.7,1.7,7,195,2,1,40,52,cauliflower,loam
45.8,24.4,52.8,270,2,250,5,1,64.7,1.4,14,63,4,0,0,0,olive,sandy
36.7,35.2,39.5,130,4,180,2,1,45.9,13.3,12,195,2,1,15,55,watermelon,sandy
17.9,36.5,35.5,72,4,300,3,3,72.0,0.6,9,206,2,0,0,0,date_palm,clay
43.4,24.1,57.0,569,4,50,2,1,44.9,1.2,15,363,4,1,6,85,pepper_sweet,sandy
0.0,24.3,45.2,1111,4,300,3,3,73.4,2.0,18,115,1,1,90,20,date_palm,clay
64.1,22.9,52.5,824,2,120,4,1,48.5,1.8,16,86,1,0,0,0,barley,sandy
0.0,29.3,63.1,474,3,60,2,3,42.3,0.5,18,196,2,1,90,27,peas,clay
29.1,5.0,80.4,791,4,150,2,1,74.5,1.1,2,89,1,1,22,44,orange,sandy
88.2,17.8,64.9,305,4,30,2,1,38.0,2.4,14,7,4,0,0,0,parsley,sandy
27.7,21.0,61.4,2129,4,150,2,1,81.7,1.5,16,340,3,1,23,44,orange,sandy
43.9,39.0,43.4,190,4,75,2,2,71.9,1.8,14,200,2,1,23,41,eggplant,loam
100.0,19.9,64.8,683,2,250,5,2,59.5,1.4,7,65,4,0,0,0,olive,loam
38.0,33.3,57.6,1144,3,50,2,2,29.5,3.1,7,222,2,1,14,70,cabbage,loam
42.3,8.4,78.1,2329,2,250,5,1,52.5,6.5,6,21,4,1,5,68,olive,sandy
0.0,12.0,72.7,1414,5,90,1,3,68.8,0.8,17,343,3,1,90,27,cucumber,clay
0.0,19.9,59.4,2872,2,120,4,1,20.3,1.6,18,150,1,1,16,46,barley,sandy
72.2,29.3,46.4,502,2,100,4,2,25.5,2.0,6,246,2,0,0,0,chickpea,loam
0.0,25.4,59.9,2856,4,25,1,1,64.3,0.1,9,273,3,1,46,46,lettuce,sandy
36.5,26.9,55.1,841,4,60,2,1,76.5,4.2,17,164,1,1,11,59,potato,sandy
0.0,19.8,53.6,778,4,25,2,2,40.9,1.4,14,52,4,1,89,38,strawberry,loam
0.0,23.8,58.6,616,3,50,3,3,64.9,0.3,13,46,4,1,84,27,pepper_hot,clay
0.0,28.3,59.6,962,4,60,2,1,72.0,5.9,14,6,4,1,40,26,potato,sandy
0.0,18.6,58.4,1422,4,180,2,2,70.7,0.7,12,335,3,1,90,26,watermelon,loam
0.0,22.6,50.0,2102,4,60,2,2,45.4,1.1,18,158,1,1,90,38,potato,loam
0.0,26.4,62.3,750,4,300,3,3,60.4,1.3,12,354,3,1,90,27,date_palm,clay
56.7,9.0,70.3,442,5,90,1,3,20.3,5.9,3,77,4,1,36,40,cucumber,clay
0.0,30.1,42.6,1065,4,60,2,2,35.6,3.6,9,146,1,1,85,38,potato,loam
31.4,41.9,35.5,399,2,120,4,1,66.7,0.3,15,217,2,0,0,0,barley,sandy
0.0,21.1,58.1,1980,4,180,2,2,59.3,1.5,6,128,1,1,90,38,watermelon,loam
63.2,26.9,52.1,1124,2,250,5,1,30.7,1.2,10,33,4,0,0,0,olive,sandy
28.5,25.0,58.6,557,2,250,5,2,33.1,4.0,14,116,1,0,0,0,olive,loam
25.4,27.9,50.7,523,4,60,2,2,44.9,0.7,9,86,1,1,33,52,potato,loam
8.0,23.6,59.3,787,2,250,5,2,74.4,0.4,14,337,3,1,19,26,olive,loam
39.2,5.3,81.7,380,3,80,3,2,45.1,2.2,4,13,4,1,8,70,fava_bean,loam
0.0,17.7,56.9,1998,3,30,3,3,33.1,1.4,7,78,4,1,88,27,onion,clay
0.0,23.5,59.5,1004,3,150,3,3,70.3,0.5,13,7,4,1,75,20,wheat_durum,clay
0.0,34.7,43.0,1143,2,250,5,1,41.0,0.1,14,180,2,1,12,46,olive,sandy
21.3,27.2,52.3,624,3,140,3,1,26.0,5.6,15,306,3,1,9,51,wheat_soft,sandy
82.8,5.0,71.2,336,2,120,4,1,36.2,19.8,19,8,4,0,0,0,barley,sandy
0.0,16.6,75.1,1047,4,150,2,1,34.4,7.5,14,335,3,1,44,37,orange,sandy
42.8,24.1,58.9,685,4,60,2,1,29.3,2.0,18,237,2,1,10,85,tomato,sandy
0.0,30.3,55.4,1736,3,150,3,3,38.7,7.4,12,307,3,1,77,21,wheat_durum,clay
42.9,19.4,59.3,1425,4,180,2,2,64.9,2.0,4,165,1,1,23,70,watermelon,loam
19.7,18.7,64.7,288,3,60,2,2,42.4,0.8,18,72,4,1,44,38,peas,loam
75.6,19.0,62.6,586,4,50,2,1,31.9,3.5,7,94,1,0,0,0,cauliflower,sandy
0.0,35.8,50.1,719,3,30,3,2,28.3,0.6,8,215,2,1,58,38,garlic,loam
0.0,25.6,51.8,2826,4,60,2,2,69.8,12.8,16,296,3,1,81,25,potato,loam
0.0,24.9,47.7,1201,4,25,1,1,29.2,6.9,11,61,4,1,44,37,lettuce,sandy
